"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16836","Validate Login with valid credentials","chromium","Sun Oct 05 02:21:48 IST 2025","passed","Sun Oct 05 02:22:05 IST 2025","Valid Login Page Test","TC01_Login_Valid_Login_test.spec.ts","",""
